  1.187,  0.776,  4.503
  1.159,  0.771,  4.504
  1.132,  0.766,  4.505
  1.106,  0.760,  4.511
  0.000,  0.000,  1.571
  1.056,  0.750,  4.488
  1.035,  0.745,  4.485
  1.016,  0.740,  4.485
  0.000,  0.000,  1.571
  0.969,  0.729,  4.478
  0.958,  0.782,  4.859
  0.930,  0.719,  4.477
  0.912,  0.716,  4.483
  0.902,  0.769,  4.869
  0.874,  0.705,  4.479
  0.856,  0.700,  4.463
  0.837,  0.694,  4.454
  0.820,  0.689,  4.449
  0.802,  0.684,  4.462
  0.784,  0.679,  4.475
  0.767,  0.676,  4.492
  0.748,  0.670,  4.485
  0.730,  0.665,  4.481
  0.711,  0.660,  4.498
  0.688,  0.657,  4.520
  0.665,  0.654,  4.542
  0.646,  0.651,  4.556
  0.627,  0.648,  4.579
  0.609,  0.645,  4.626
  0.590,  0.644,  4.678
  0.573,  0.644,  4.716
  0.555,  0.644,  4.761
  0.537,  0.646,  4.807
  0.520,  0.648,  4.852
  0.502,  0.652,  4.899
  0.482,  0.656,  4.951
  0.464,  0.661,  4.998
  0.447,  0.667,  5.050
  0.431,  0.673,  5.098
  0.414,  0.680,  5.144
  0.400,  0.688,  5.185
  0.383,  0.697,  5.236
  0.368,  0.706,  5.282
  0.353,  0.717,  5.329
  0.339,  0.727,  5.375
  0.323,  0.740,  5.427
  0.310,  0.753,  5.474
  0.296,  0.766,  5.522
  0.284,  0.781,  5.569
  0.272,  0.795,  5.616
  0.261,  0.810,  5.664
  0.251,  0.826,  5.711
  0.242,  0.841,  5.757
  0.234,  0.857,  5.801
  0.224,  0.878,  5.859
  0.212,  0.907,  5.942
  0.202,  0.940,  6.028
  0.195,  0.973,  6.115
  0.190,  1.008,  6.202
  0.189,  1.043,  0.006
  0.190,  1.078,  0.092
  0.194,  1.112,  0.175
  0.201,  1.145,  0.260
  0.210,  1.177,  0.345
  0.223,  1.207,  0.430
  0.240,  1.241,  0.521
  0.257,  1.271,  0.610
  0.278,  1.299,  0.698
  0.300,  1.326,  0.782
  0.324,  1.350,  0.867
  0.350,  1.371,  0.950
  0.378,  1.391,  1.035
  0.408,  1.408,  1.119
  0.438,  1.423,  1.205
  0.473,  1.436,  1.302
  0.506,  1.446,  1.379
  0.540,  1.453,  1.446
  0.575,  1.459,  1.500
  0.609,  1.463,  1.545
  0.645,  1.465,  1.584
  0.680,  1.466,  1.617
  0.716,  1.466,  1.640
  0.752,  1.465,  1.659
  0.790,  1.464,  1.672
  0.825,  1.463,  1.682
  0.860,  1.461,  1.692
  0.896,  1.459,  1.702
  0.937,  1.456,  1.708
  0.970,  1.453,  1.713
  1.007,  1.450,  1.716
  1.041,  1.447,  1.719
  1.076,  1.443,  1.723
  1.111,  1.440,  1.724
  1.146,  1.437,  1.726
  1.181,  1.433,  1.729
  1.216,  1.430,  1.729
  1.255,  1.426,  1.733
  1.289,  1.422,  1.735
  1.324,  1.419,  1.736
  1.358,  1.416,  1.741
  1.393,  1.412,  1.744
  1.428,  1.408,  1.748
  1.463,  1.404,  1.753
  1.498,  1.400,  1.756
  1.533,  1.395,  1.758
  1.571,  1.391,  1.760
  1.605,  1.386,  1.764
  1.640,  1.382,  1.766
  1.674,  1.377,  1.769
  1.709,  1.372,  1.774
  1.743,  1.367,  1.781
  1.777,  1.361,  1.788
  1.810,  1.356,  1.790
  1.843,  1.351,  1.791
  1.875,  1.346,  1.797
  1.904,  1.341,  1.796
  1.932,  1.336,  1.798
  1.959,  1.332,  1.801
  1.985,  1.327,  1.804
  2.014,  1.322,  1.808
  2.038,  1.317,  1.810
  2.062,  1.313,  1.811
  2.083,  1.309,  1.814
  2.104,  1.306,  1.816
  2.124,  1.302,  1.819
  2.143,  1.298,  1.823
  2.164,  1.294,  1.827
  2.182,  1.291,  1.829
  2.201,  1.287,  1.833
  2.220,  1.283,  1.837
  2.239,  1.279,  1.842
  2.258,  1.275,  1.846
  2.277,  1.271,  1.850
  2.296,  1.266,  1.855
  2.317,  1.262,  1.862
  2.336,  1.257,  1.866
  2.355,  1.252,  1.871
  2.373,  1.248,  1.878
  2.391,  1.243,  1.884
  2.410,  1.238,  1.889
  2.428,  1.234,  1.896
  2.445,  1.229,  1.906
  2.466,  1.225,  1.856
  2.482,  1.221,  1.811
  2.499,  1.218,  1.764
  2.516,  1.216,  1.713
  2.533,  1.214,  1.661
  2.551,  1.213,  1.606
  2.569,  1.214,  1.559
  2.587,  1.215,  1.503
  2.604,  1.218,  1.451
  2.622,  1.221,  1.399
  2.639,  1.226,  1.347
  2.657,  1.232,  1.291
  2.673,  1.238,  1.238
  2.689,  1.245,  1.183
  2.704,  1.252,  1.135
  2.718,  1.259,  1.087
  2.733,  1.268,  1.037
  2.748,  1.277,  0.985
  2.762,  1.287,  0.934
  2.777,  1.298,  0.881
  2.790,  1.310,  0.829
  2.804,  1.324,  0.771
  2.816,  1.337,  0.722
  2.827,  1.351,  0.667
  2.837,  1.366,  0.616
  2.847,  1.381,  0.556
  2.857,  1.398,  0.499
  2.870,  1.424,  0.412
  2.883,  1.455,  0.313
  2.891,  1.487,  0.216
  2.896,  1.521,  0.111
  2.896,  1.554,  0.005
  2.894,  1.585,  6.184
  2.889,  1.618,  6.086
  2.883,  1.650,  5.986
  2.874,  1.682,  5.878
  2.861,  1.712,  5.772
  2.844,  1.740,  5.681
  2.824,  1.766,  5.584
  2.802,  1.790,  5.486
  2.778,  1.813,  5.388
  2.750,  1.836,  5.279
  2.722,  1.854,  5.179
  2.692,  1.868,  5.083
  2.661,  1.879,  4.982
  2.630,  1.887,  4.889
  2.597,  1.893,  4.808
  2.563,  1.895,  4.739
  2.530,  1.896,  4.681
  2.496,  1.896,  4.632
  2.462,  1.893,  4.593
  2.428,  1.890,  4.562
  2.391,  1.885,  4.536
  2.357,  1.879,  4.516
  2.323,  1.873,  4.500
  2.290,  1.867,  4.487
  2.257,  1.860,  4.478
  2.224,  1.853,  4.471
  2.191,  1.846,  4.467
  2.158,  1.838,  4.464
  2.124,  1.831,  4.460
  2.088,  1.822,  4.456
  2.055,  1.814,  4.455
  2.022,  1.807,  4.453
  1.990,  1.799,  4.450
  1.957,  1.791,  4.452
  1.924,  1.783,  4.455
  1.890,  1.775,  4.458
  1.857,  1.767,  4.462
  1.824,  1.760,  4.465
  1.787,  1.751,  4.467
  1.752,  1.743,  4.468
  1.723,  1.737,  4.470
  1.692,  1.730,  4.472
  1.659,  1.723,  4.475
  1.625,  1.715,  4.477
  1.591,  1.708,  4.482
  1.558,  1.701,  4.484
  1.521,  1.694,  4.487
  1.488,  1.687,  4.493
  1.455,  1.681,  4.495
  1.421,  1.674,  4.495
  1.343,  1.657,  4.516
  1.354,  1.660,  4.502
  1.320,  1.654,  4.502
  1.287,  1.648,  4.503
  1.256,  1.641,  4.506
  1.225,  1.636,  4.507
  1.193,  1.630,  4.508
  1.165,  1.625,  4.510
  1.152,  1.622,  4.511
  1.109,  1.614,  4.510
  1.091,  1.611,  4.510
  1.064,  1.605,  4.511
  1.040,  1.601,  4.512
  1.015,  1.597,  4.513
  0.994,  1.593,  4.514
  0.971,  1.589,  4.515
  0.952,  1.585,  4.517
  0.932,  1.582,  4.520
  0.932,  1.582,  4.520
  0.895,  1.576,  4.523
  0.877,  1.573,  4.527
  0.856,  1.569,  4.528
  0.837,  1.566,  4.533
  0.818,  1.563,  4.538
  0.806,  1.562,  4.540
  0.783,  1.558,  4.542
  0.764,  1.555,  4.542
  0.744,  1.552,  4.543
  0.726,  1.549,  4.545
  0.708,  1.546,  4.548
  0.689,  1.544,  4.550
  0.671,  1.541,  4.553
  0.651,  1.538,  4.554
  0.633,  1.535,  4.558
  0.616,  1.533,  4.581
  0.598,  1.530,  4.624
  0.580,  1.529,  4.674
  0.561,  1.529,  4.723
  0.543,  1.530,  4.769
  0.526,  1.532,  4.815
  0.507,  1.534,  4.865
  0.491,  1.538,  4.909
  0.475,  1.542,  4.952
  0.459,  1.546,  4.996
  0.443,  1.551,  5.041
  0.428,  1.557,  5.084
  0.412,  1.564,  5.129
  0.397,  1.572,  5.176
  0.381,  1.580,  5.222
  0.366,  1.590,  5.271
  0.349,  1.601,  5.321
  0.335,  1.611,  5.364
  0.320,  1.624,  5.417
  0.306,  1.636,  5.464
  0.293,  1.649,  5.511
  0.280,  1.662,  5.556
  0.269,  1.676,  5.602
  0.259,  1.689,  5.646
  0.249,  1.703,  5.690
  0.239,  1.720,  5.739
  0.230,  1.735,  5.786
  0.218,  1.759,  5.855
  0.206,  1.790,  5.939
  0.196,  1.822,  6.025
  0.189,  1.855,  6.109
  0.184,  1.889,  6.192
  0.182,  1.923,  6.278
  0.183,  1.957,  0.080
  0.187,  1.991,  0.166
  0.194,  2.024,  0.252
  0.205,  2.060,  0.346
  0.217,  2.091,  0.434
  0.232,  2.121,  0.519
  0.249,  2.151,  0.608
  0.269,  2.180,  0.696
  0.293,  2.206,  0.782
  0.318,  2.232,  0.868
  0.345,  2.254,  0.957
  0.373,  2.274,  1.040
  0.401,  2.291,  1.128
  0.432,  2.305,  1.215
  0.467,  2.318,  1.308
  0.502,  2.328,  1.385
  0.536,  2.335,  1.462
  0.572,  2.341,  1.518
  0.607,  2.344,  1.562
  0.642,  2.346,  1.597
  0.677,  2.347,  1.626
  0.712,  2.347,  1.651
  0.748,  2.346,  1.670
  0.787,  2.344,  1.688
  0.823,  2.342,  1.698
  0.863,  2.339,  1.708
  0.902,  2.337,  1.713
  0.943,  2.333,  1.719
  0.980,  2.330,  1.724
  1.015,  2.326,  1.730
  1.054,  2.322,  1.736
  1.090,  2.319,  1.739
  1.125,  2.315,  1.740
  1.160,  2.311,  1.743
  1.194,  2.307,  1.745
  1.229,  2.303,  1.747
  1.263,  2.298,  1.751
  1.298,  2.294,  1.755
  1.333,  2.289,  1.759
  1.372,  2.284,  1.764
  1.403,  2.280,  1.765
  1.441,  2.275,  1.766
  1.475,  2.270,  1.765
  1.509,  2.265,  1.765
  1.544,  2.260,  1.767
  1.579,  2.255,  1.770
  1.614,  2.250,  1.773
  1.650,  2.246,  1.777
  1.688,  2.240,  1.778
  1.722,  2.235,  1.780
  1.756,  2.230,  1.782
  1.792,  2.224,  1.789
  1.825,  2.219,  1.792
  1.857,  2.214,  1.796
  1.888,  2.209,  1.803
  1.920,  2.203,  1.804
  1.945,  2.199,  1.813
  1.974,  2.194,  1.816
  2.000,  2.189,  1.818
  2.024,  2.185,  1.823
  2.048,  2.180,  1.826
  2.071,  2.176,  1.831
  2.095,  2.171,  1.835
  2.116,  2.166,  1.839
  2.136,  2.162,  1.842
  2.156,  2.158,  1.847
  2.175,  2.154,  1.851
  2.194,  2.150,  1.856
  2.212,  2.145,  1.860
  2.231,  2.141,  1.864
  2.249,  2.137,  1.868
  2.267,  2.132,  1.872
  2.287,  2.127,  1.878
  2.306,  2.122,  1.883
  2.324,  2.118,  1.890
  2.343,  2.113,  1.895
  2.362,  2.108,  1.900
  2.381,  2.102,  1.907
  2.400,  2.097,  1.912
  2.420,  2.091,  1.917
  2.439,  2.086,  1.924
  2.458,  2.081,  1.906
  2.474,  2.078,  1.859
  2.490,  2.076,  1.815
  2.506,  2.073,  1.767
  2.522,  2.072,  1.715
  2.539,  2.071,  1.664
  2.555,  2.070,  1.615
  2.574,  2.072,  1.559
  2.591,  2.073,  1.509
  2.609,  2.075,  1.458
  2.626,  2.078,  1.408
  2.644,  2.082,  1.351
  2.661,  2.088,  1.296
  2.678,  2.093,  1.244
  2.695,  2.099,  1.190
  2.711,  2.106,  1.138
  2.726,  2.115,  1.088
  2.741,  2.123,  1.035
  2.757,  2.133,  0.979
  2.771,  2.144,  0.927
  2.784,  2.156,  0.878
  2.796,  2.168,  0.826
  2.808,  2.180,  0.773
  2.819,  2.194,  0.723
  2.829,  2.207,  0.670
  2.839,  2.221,  0.618
  2.849,  2.237,  0.568
  2.862,  2.259,  0.490
  2.877,  2.289,  0.392
  2.889,  2.321,  0.290
  2.897,  2.354,  0.187
  2.902,  2.387,  0.090
  2.903,  2.421,  6.267
  2.902,  2.453,  6.165
  2.897,  2.486,  6.059
  2.888,  2.518,  5.962
  2.878,  2.549,  3.455
  2.841,  2.620,  5.742
  0.000,  0.000,  1.571
  0.000,  0.000,  1.571
  2.808,  2.662,  3.064
  2.782,  2.683,  3.063
  2.818,  2.729,  5.881
  2.738,  2.730,  5.562
  2.717,  2.755,  3.062
  2.694,  2.777,  3.027
  0.000,  0.000,  1.571
  0.000,  0.000,  1.571
  0.000,  0.000,  1.571
  0.000,  0.000,  1.571
  0.000,  0.000,  1.571
  0.000,  0.000,  1.571
  0.000,  0.000,  1.571
  0.000,  0.000,  1.571
  0.000,  0.000,  1.571
  0.000,  0.000,  1.571
  0.000,  0.000,  1.571
  0.000,  0.000,  1.571
  0.000,  0.000,  1.571
  0.000,  0.000,  1.571
  2.265,  2.881,  4.171
  2.237,  2.865,  4.178
  2.208,  2.847,  4.232
  2.178,  2.832,  4.271
  2.144,  2.817,  4.308
  2.112,  2.804,  4.336
  2.083,  2.793,  4.358
  2.047,  2.781,  4.378
  2.015,  2.770,  4.389
  1.983,  2.759,  4.397
  1.951,  2.749,  4.404
  1.918,  2.738,  4.412
  1.887,  2.729,  4.417
  1.853,  2.720,  4.420
  1.820,  2.710,  4.420
  1.787,  2.701,  4.425
  1.752,  2.690,  4.426
  1.719,  2.681,  4.426
  1.687,  2.672,  4.427
  1.653,  2.662,  4.429
  1.620,  2.653,  4.429
  1.586,  2.644,  4.432
  1.553,  2.635,  4.434
  1.520,  2.625,  4.437
  1.488,  2.616,  4.438
  1.455,  2.607,  4.441
  1.419,  2.597,  4.442
  1.386,  2.589,  4.444
  1.352,  2.580,  4.447
  1.319,  2.571,  4.449
  1.286,  2.563,  4.451
  1.254,  2.554,  4.452
  1.225,  2.547,  4.454
  1.196,  2.539,  4.453
  1.165,  2.532,  4.454
  1.138,  2.525,  4.454
  1.112,  2.519,  4.457
  1.087,  2.512,  4.459
  1.062,  2.506,  4.461
  1.040,  2.501,  4.464
  1.018,  2.495,  4.466
  0.997,  2.490,  4.468
  0.975,  2.485,  4.470
  0.956,  2.480,  4.470
  0.936,  2.475,  4.469
  0.919,  2.471,  4.470
  0.901,  2.467,  4.472
  0.882,  2.463,  4.473
  0.862,  2.458,  4.474
  0.843,  2.453,  4.476
  0.825,  2.449,  4.478
  0.807,  2.445,  4.480
  0.788,  2.441,  4.481
  0.768,  2.437,  4.484
  0.751,  2.433,  4.484
  0.732,  2.428,  4.485
  0.714,  2.424,  4.486
  0.697,  2.421,  4.489
  0.679,  2.417,  4.493
  0.661,  2.413,  4.496
  0.643,  2.409,  4.498
  0.625,  2.405,  4.507
  0.609,  2.402,  4.550
  0.590,  2.400,  4.600
  0.572,  2.398,  4.645
  0.556,  2.398,  4.692
  0.538,  2.399,  4.737
  0.521,  2.400,  4.784
  0.504,  2.401,  4.830
  0.486,  2.403,  4.869
  0.469,  2.406,  4.914
  0.452,  2.411,  4.957
  0.433,  2.417,  5.008
  0.416,  2.423,  5.053
  0.400,  2.430,  5.098
  0.382,  2.437,  5.153
  0.367,  2.446,  5.199
  0.352,  2.455,  5.245
  0.337,  2.464,  5.290
  0.323,  2.474,  5.337
  0.310,  2.484,  5.381
  0.297,  2.495,  5.424
  0.285,  2.506,  5.467
  0.271,  2.520,  5.517
  0.259,  2.534,  5.565
  0.247,  2.548,  5.611
  0.236,  2.563,  5.657
  0.226,  2.579,  5.704
  0.214,  2.598,  5.760
  0.199,  2.628,  5.844
  0.186,  2.659,  5.926
  0.176,  2.691,  6.011
  0.168,  2.726,  6.101
  0.163,  2.758,  6.186
  0.161,  2.793,  6.271
  0.162,  2.828,  0.074
  0.164,  2.849,  0.128
  0.169,  2.881,  0.206
  0.181,  2.928,  0.324
  0.195,  2.965,  0.423
  0.210,  2.996,  0.509
  0.224,  3.020,  0.579
  0.250,  3.056,  0.690
  0.261,  3.069,  0.732
  0.275,  3.086,  0.786
  0.311,  3.120,  0.908
  0.338,  3.142,  0.994
  0.362,  3.157,  1.063
  0.397,  3.177,  1.165
  0.437,  3.194,  1.277
  0.474,  3.205,  1.366
  0.499,  3.211,  1.422
  0.534,  3.218,  1.492
  0.570,  3.223,  1.550
  0.606,  3.225,  1.587
  0.656,  3.227,  1.637
  0.682,  3.227,  1.656
  0.719,  3.225,  1.680
  0.758,  3.223,  1.697
  0.791,  3.221,  1.706
  0.842,  3.179,  1.706
  0.000,  0.000,  1.571
  0.000,  0.000,  1.571
  0.972,  3.170,  1.645
  1.006,  3.171,  1.641
  1.040,  3.174,  1.656
  1.076,  3.168,  1.672
  1.107,  3.176,  1.680
  1.143,  3.180,  1.693
  1.181,  3.167,  1.703
  1.216,  3.164,  1.709
  1.253,  3.153,  1.717
  1.284,  3.160,  1.721
  1.318,  3.158,  1.732
  1.354,  3.148,  1.737
  1.387,  3.145,  1.752
  1.421,  3.141,  1.768
  1.459,  3.135,  1.774
  1.491,  3.130,  1.777
  1.530,  3.118,  1.760
  1.565,  3.112,  1.752
  1.596,  3.120,  1.746
  1.631,  3.113,  1.742
  1.666,  3.106,  1.735
  1.702,  3.097,  1.735
  1.734,  3.104,  1.739
  1.772,  3.101,  1.745
  1.808,  3.085,  1.749
  1.837,  3.083,  1.759
  1.868,  3.089,  1.770
  1.903,  3.072,  1.781
  1.934,  3.069,  1.793
  1.961,  3.066,  1.801
  1.986,  3.066,  1.804
  2.012,  3.057,  1.815
  2.036,  3.053,  1.821
  2.058,  3.055,  1.828
  2.080,  3.052,  1.836
  2.101,  3.045,  1.841
  2.123,  3.028,  1.845
  2.141,  3.036,  1.851
  2.161,  3.027,  1.858
  2.179,  3.024,  1.860
  2.197,  3.020,  1.865
  2.216,  3.015,  1.869
  2.234,  3.010,  1.872
  2.253,  3.005,  1.876
  2.272,  2.999,  1.883
  2.290,  2.993,  1.889
  2.308,  2.989,  1.894
  2.328,  2.987,  1.903
  2.346,  2.979,  1.910
  2.365,  2.972,  1.915
  2.382,  2.968,  1.924
  2.401,  2.962,  1.932
  2.419,  2.956,  1.939
  2.436,  2.947,  1.948
  2.457,  2.943,  1.960
  2.488,  2.932,  2.028
  2.519,  2.923,  2.119
  2.549,  2.903,  2.212
  2.578,  2.886,  2.306
  2.602,  2.872,  2.394
  2.620,  2.860,  2.464
  2.644,  2.831,  2.568
  2.662,  2.806,  2.654
  2.683,  2.777,  2.733
  2.690,  2.748,  2.817
  2.702,  2.717,  2.912
  2.711,  2.684,  3.006
  2.716,  2.649,  3.095
  2.717,  2.617,  3.173
  2.715,  2.586,  3.266
  2.710,  2.554,  3.347
  2.703,  2.523,  3.436
  2.693,  2.492,  3.523
  2.681,  2.461,  3.603
  2.666,  2.431,  3.674
  2.649,  2.403,  3.737
  2.629,  2.372,  3.788
  2.609,  2.345,  3.826
  2.587,  2.318,  3.857
  2.565,  2.293,  3.880
  2.543,  2.267,  3.900
  2.521,  2.243,  3.912
  2.497,  2.219,  3.920
  2.474,  2.194,  3.929
  2.450,  2.170,  3.937
  2.424,  2.144,  3.942
  2.400,  2.120,  3.944
  2.375,  2.096,  3.949
  2.354,  2.074,  3.949
  2.329,  2.050,  3.948
  2.303,  2.024,  3.948
  2.279,  2.001,  3.948
  2.255,  1.978,  3.948
  2.231,  1.954,  3.948
  2.207,  1.931,  3.949
  2.183,  1.907,  3.948
  2.159,  1.884,  3.947
  2.136,  1.861,  3.945
  2.112,  1.838,  3.947
  2.088,  1.815,  3.948
  2.064,  1.792,  3.949
  2.037,  1.766,  3.949
  2.013,  1.743,  3.952
  1.989,  1.719,  3.949
  1.966,  1.696,  3.948
  1.941,  1.673,  3.950
  1.917,  1.650,  3.950
  1.892,  1.627,  3.953
  1.868,  1.603,  3.951
  1.841,  1.578,  3.953
